rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,forecast_rain_3h,forecast_rain_6h,soil_moisture,soil_saturation,water_level,water_level_rise_rate,incoming_flow,elevation,slope,flow_accumulation,storage_remaining,historical_flood_frequency,target_flood_1h,target_flood_3h,target_flood_6h,prob_groundtruth_1h,prob_groundtruth_3h,prob_groundtruth_6h
0.33,1.05,2.14,5.94,0.61,8.15,27.95,34.83,5.16,-0.267,5678.6,162.6,9.5,52764.0,75.0,0.62,0,0,0,0.0,0.0,0.0
9.16,23.1,46.09,124.47,20.71,54.03,57.34,67.36,6.22,0.073,15742.0,42.1,0.72,230971.0,60.05,2.42,0,1,1,0.008,0.638,0.958
38.39,86.74,194.86,287.05,46.02,94.02,82.23,99.5,8.67,0.562,23394.6,68.5,1.46,188344.0,0.92,1.72,1,1,1,0.999,1.0,1.0
39.76,79.05,162.29,250.67,45.84,101.26,81.7,99.5,7.83,0.505,16606.6,165.1,3.67,83301.0,0.92,0.23,1,1,1,0.999,1.0,1.0
42.58,79.71,168.7,304.32,61.11,149.39,83.41,99.5,9.31,0.684,21670.4,72.1,2.69,158932.0,0.92,2.58,1,1,1,1.0,1.0,1.0
4.53,5.26,6.55,12.62,1.54,3.14,32.4,38.59,6.58,-0.331,12491.8,67.0,1.06,202154.0,75.0,1.82,0,0,0,0.0,0.009,0.002
1.62,1.64,1.71,16.82,4.29,9.54,35.68,40.36,6.33,-0.294,14493.3,55.0,2.34,177499.0,75.0,2.03,0,0,0,0.0,0.022,0.002
22.93,95.33,176.64,316.02,37.04,107.22,82.97,99.5,8.34,0.202,19839.4,159.6,8.02,104834.0,0.92,0.8,1,1,1,0.995,1.0,1.0
28.25,102.24,180.69,321.14,51.11,96.3,86.04,99.5,8.35,0.396,24041.6,107.5,4.8,158818.0,0.92,1.81,1,1,1,0.998,1.0,1.0
0.94,2.88,7.91,12.57,3.94,7.35,29.31,35.42,4.7,-0.428,10727.5,132.9,0.5,116389.0,75.0,0.81,0,0,0,0.0,0.0,0.0
0.05,3.12,12.61,26.41,0.96,4.08,34.91,42.53,6.19,-0.318,13888.9,69.7,3.69,204843.0,75.0,1.58,0,0,0,0.0,0.014,0.003
24.28,83.34,163.39,245.49,41.27,91.78,86.15,99.5,8.37,0.364,17838.4,144.9,7.52,91430.0,0.92,0.43,1,1,1,0.997,0.999,1.0
10.08,22.19,62.22,127.1,24.8,50.63,53.36,64.38,6.37,-0.087,10951.4,145.2,7.25,106845.0,65.54,1.28,0,0,0,0.003,0.489,0.433
0.0,0.62,6.25,17.33,1.55,2.7,37.6,38.86,5.67,-0.36,11808.9,80.3,3.35,195530.0,75.0,1.41,0,0,0,0.0,0.004,0.0
0.09,3.94,4.09,4.82,0.7,3.68,37.41,42.73,6.12,-0.388,9880.4,94.5,3.68,120127.0,75.0,1.51,0,0,0,0.0,0.006,0.001
17.9,27.44,56.63,116.72,26.46,62.15,58.46,72.8,7.94,-0.03,16095.8,65.4,3.5,194806.0,50.05,1.64,0,1,1,0.271,0.927,0.863
15.5,32.38,60.4,121.34,28.02,59.54,60.99,72.11,5.6,0.037,9316.3,176.6,9.5,67739.0,51.33,0.1,0,0,0,0.016,0.158,0.329
12.87,26.62,59.5,120.89,25.07,57.23,50.93,61.82,6.44,-0.058,12345.7,128.6,2.3,122721.0,70.25,0.95,0,0,1,0.005,0.321,0.605
0.26,2.44,3.86,4.96,3.49,3.73,27.98,37.74,5.19,-0.306,8184.3,170.5,9.28,97246.0,75.0,0.15,0,0,0,0.0,0.001,0.0
70.27,199.58,317.46,488.28,98.04,185.79,87.22,99.5,10.04,0.832,31521.3,79.0,2.64,168352.0,0.92,1.54,1,1,1,1.0,1.0,1.0
78.31,148.33,338.42,487.78,106.1,255.26,87.28,99.5,9.46,0.96,29034.4,148.4,4.85,92634.0,0.92,1.35,1,1,1,1.0,1.0,1.0
66.58,183.26,300.0,458.92,78.46,201.46,82.76,99.5,10.3,0.754,25980.9,146.0,1.07,76003.0,0.92,0.91,1,1,1,1.0,1.0,1.0
41.71,98.41,188.32,322.72,60.71,143.44,86.35,99.5,8.08,0.561,18890.1,135.3,4.04,140306.0,0.92,1.22,1,1,1,0.999,1.0,1.0
17.7,26.04,47.28,123.8,25.84,48.87,63.46,72.08,6.3,-0.044,9188.1,175.0,2.98,66284.0,51.37,0.62,0,0,0,0.03,0.324,0.198
4.39,9.49,9.76,29.77,3.07,3.94,31.27,36.83,5.73,-0.383,9968.4,92.1,2.45,162945.0,75.0,1.53,0,0,0,0.0,0.002,0.001
1.33,10.11,14.62,34.79,0.21,4.76,36.44,40.06,5.88,-0.45,14394.9,54.0,0.82,214468.0,75.0,1.97,0,0,0,0.0,0.004,0.004
0.27,0.46,3.67,20.34,1.58,10.97,39.61,45.73,5.83,-0.395,9497.3,132.4,3.56,130666.0,75.0,1.05,0,0,0,0.0,0.003,0.002
1.43,1.74,12.64,14.64,2.84,3.4,41.8,45.8,5.26,-0.389,10147.8,140.7,3.9,116311.0,75.0,0.91,0,0,0,0.0,0.003,0.0
17.98,31.63,61.51,114.85,12.04,41.86,53.96,66.93,7.86,0.103,16198.4,118.4,4.35,177658.0,60.86,1.01,0,1,1,0.358,0.835,0.729
50.98,169.1,365.35,618.48,81.55,161.74,84.94,99.5,10.75,0.684,34000.0,65.0,0.5,208823.0,0.92,1.98,1,1,1,1.0,1.0,1.0
5.48,21.89,57.28,128.25,21.99,66.34,63.31,73.89,6.25,0.073,11028.0,108.1,0.97,143246.0,48.03,1.11,0,0,1,0.014,0.382,0.834
11.42,29.62,51.52,98.51,23.66,56.71,51.85,64.4,6.75,-0.138,14376.4,80.3,3.33,175259.0,65.5,1.67,0,1,1,0.009,0.577,0.685
9.81,19.71,44.99,77.2,21.62,46.31,47.85,59.41,6.61,-0.024,10836.3,97.0,2.0,157729.0,74.68,1.39,0,0,0,0.004,0.217,0.084
0.57,2.71,6.2,16.85,1.35,3.7,26.31,35.62,5.57,-0.427,8807.7,128.6,6.99,103204.0,75.0,0.65,0,0,0,0.0,0.0,0.0
77.85,175.9,334.14,612.5,69.05,207.17,84.69,99.5,9.07,1.068,29602.4,143.1,5.59,108931.0,0.92,0.12,1,1,1,1.0,1.0,1.0
11.15,33.27,60.39,105.54,14.16,55.32,53.4,64.12,7.14,-0.052,16130.0,68.7,3.15,209345.0,66.03,1.61,0,1,1,0.018,0.561,0.864
1.52,1.72,6.72,7.15,0.4,3.55,23.81,31.81,6.18,-0.275,11143.3,93.8,5.66,158273.0,75.0,2.07,0,0,0,0.0,0.005,0.001
63.54,183.97,348.68,623.78,102.76,209.98,87.62,99.5,9.27,1.011,32756.7,74.0,2.18,179055.0,0.92,1.72,1,1,1,1.0,1.0,1.0
15.84,38.63,82.72,113.35,27.49,44.59,58.05,67.12,7.94,0.068,21149.5,63.8,1.57,226177.0,60.5,2.19,0,1,1,0.11,0.982,0.938
11.87,26.91,69.51,119.77,21.92,57.68,61.93,74.99,6.16,0.203,10972.0,148.6,7.53,80293.0,46.02,0.11,0,1,0,0.058,0.533,0.428
5.25,23.29,53.83,113.53,11.51,28.18,53.98,62.91,6.47,-0.133,8867.0,166.8,7.37,48773.0,68.25,0.19,0,0,0,0.001,0.062,0.021
24.44,94.22,165.61,280.33,43.66,122.95,83.98,99.5,8.25,0.495,20903.6,88.7,2.8,156286.0,0.92,1.2,1,1,1,0.997,1.0,1.0
0.36,0.54,2.44,18.05,4.93,5.11,22.12,30.62,5.06,-0.43,8193.3,143.9,8.64,84171.0,75.0,0.75,0,0,0,0.0,0.0,0.0
40.26,77.91,147.75,229.53,61.9,140.78,85.26,99.5,7.91,0.594,15254.5,165.1,5.15,87716.0,0.92,1.24,1,1,1,0.999,1.0,1.0
59.77,152.41,320.0,472.55,67.25,215.03,88.67,99.5,9.25,0.784,28777.4,157.7,5.61,85364.0,0.92,0.76,1,1,1,1.0,1.0,1.0
7.63,27.98,49.76,84.16,28.0,70.05,55.07,60.63,6.89,-0.116,15080.4,61.5,2.18,202895.0,72.44,2.5,0,1,1,0.007,0.594,0.796
12.87,28.72,60.31,110.71,25.14,62.78,57.66,67.54,6.4,-0.11,10456.7,173.7,3.16,88899.0,59.73,0.31,0,0,0,0.006,0.33,0.364
40.47,96.39,194.47,286.93,31.05,106.7,83.49,99.5,8.85,0.442,24260.1,89.6,3.26,162088.0,0.92,2.0,1,1,1,1.0,1.0,1.0
6.37,23.73,60.37,110.72,10.88,52.49,58.62,67.31,6.51,0.034,15496.6,84.2,5.06,190598.0,60.14,2.29,0,0,1,0.013,0.356,0.853
46.73,171.01,285.75,528.67,106.24,258.8,85.24,99.5,10.04,0.628,33968.0,44.1,1.89,249807.0,0.92,2.21,1,1,1,1.0,1.0,1.0
16.61,39.63,69.94,127.82,22.39,64.27,60.55,71.64,7.01,0.158,15144.9,105.5,3.75,146571.0,52.19,1.2,0,1,1,0.097,0.844,0.899
15.9,37.21,72.48,133.4,28.45,49.23,73.75,81.29,6.91,0.113,18029.5,50.8,1.63,230087.0,34.43,1.75,0,1,1,0.239,0.975,0.967
7.51,32.21,63.8,117.97,27.01,67.5,58.93,70.49,7.25,-0.049,16345.9,71.0,2.91,191127.0,54.29,1.76,0,1,1,0.037,0.844,0.916
7.3,18.25,57.1,126.39,14.5,54.75,61.8,69.89,6.95,-0.057,15311.1,81.0,3.93,196713.0,55.4,1.74,0,1,1,0.032,0.629,0.893
0.78,2.37,19.36,28.15,0.29,1.45,40.29,46.98,5.73,-0.418,7673.9,152.3,7.0,73692.0,75.0,1.31,0,0,0,0.0,0.004,0.0
28.34,101.68,167.52,281.96,56.24,111.31,84.95,99.5,8.15,0.402,17303.3,161.9,4.7,60982.0,0.92,0.17,1,1,1,0.998,1.0,1.0
14.12,25.65,47.92,127.24,17.38,54.27,54.98,69.54,6.3,0.012,13343.8,78.9,3.22,179502.0,56.04,1.76,0,1,1,0.014,0.537,0.839
41.0,89.88,161.31,303.15,51.25,111.14,87.33,99.5,7.71,0.555,17525.0,159.5,6.96,75253.0,0.92,0.1,1,1,1,0.999,0.999,1.0
1.66,6.64,7.72,8.01,0.64,4.57,34.97,38.68,4.98,-0.364,7667.0,159.3,2.69,81091.0,75.0,0.47,0,0,0,0.0,0.001,0.0
16.9,39.57,61.24,135.29,26.21,63.25,68.18,79.66,6.21,0.258,9937.5,145.9,5.55,101658.0,37.42,0.88,0,1,1,0.216,0.518,0.76
37.21,104.49,206.19,351.72,34.26,113.98,87.16,99.5,9.08,0.471,25926.8,56.3,0.5,223275.0,0.92,2.22,1,1,1,1.0,1.0,1.0
78.65,159.79,289.04,539.07,77.2,189.17,85.61,99.5,9.66,0.999,26173.5,135.1,5.9,111769.0,0.92,1.12,1,1,1,1.0,1.0,1.0
29.43,72.94,179.27,323.74,38.77,84.6,81.33,99.5,7.6,0.464,16975.6,172.0,8.07,61208.0,0.92,0.53,1,1,1,0.996,0.996,1.0
29.32,80.93,131.35,282.33,59.79,146.55,82.15,99.5,8.0,0.441,15709.3,134.0,6.49,113965.0,0.92,1.13,1,1,1,0.994,1.0,1.0
1.97,5.27,9.3,48.01,2.49,5.97,42.82,50.56,6.41,-0.182,12606.7,83.1,2.32,168761.0,75.0,1.7,0,0,0,0.001,0.036,0.007
39.72,84.57,192.6,274.13,52.69,96.93,80.35,99.5,9.32,0.516,23179.8,107.6,4.36,136889.0,0.92,1.02,1,1,1,1.0,1.0,1.0
2.3,10.88,12.98,36.33,0.82,1.43,42.68,46.91,5.35,-0.311,7632.6,128.6,7.8,101449.0,75.0,0.48,0,0,0,0.0,0.002,0.0
0.39,1.29,5.27,24.36,0.46,0.78,36.04,43.03,5.29,-0.35,8967.1,109.0,6.59,150203.0,75.0,1.15,0,0,0,0.0,0.001,0.001
0.3,1.18,2.49,5.47,1.25,8.04,28.9,33.59,6.09,-0.384,12880.6,52.4,1.81,208598.0,75.0,2.08,0,0,0,0.0,0.004,0.001
22.51,91.99,171.81,304.65,58.54,115.28,82.12,99.5,8.4,0.224,25013.0,80.2,3.01,198195.0,0.92,2.1,1,1,1,0.995,1.0,1.0
3.7,3.92,6.92,10.45,1.05,3.13,29.92,33.3,5.6,-0.382,9612.9,151.3,8.32,76672.0,75.0,0.68,0,0,0,0.0,0.001,0.0
2.95,4.41,9.2,45.58,1.36,3.2,40.42,47.97,5.57,-0.199,6520.8,159.9,1.28,79982.0,75.0,0.53,0,0,0,0.0,0.006,0.0
4.33,8.73,19.97,26.04,2.38,3.39,37.25,44.78,6.67,-0.269,12828.8,54.9,1.6,241303.0,75.0,2.2,0,0,0,0.0,0.011,0.002
16.26,40.12,63.15,98.4,14.01,48.0,60.14,66.6,6.07,0.044,8035.6,173.1,9.5,58191.0,61.45,0.32,0,0,0,0.007,0.043,0.102
26.8,87.35,158.36,311.71,45.84,113.21,87.85,99.5,8.15,0.451,19425.5,82.7,4.35,177237.0,0.92,1.93,1,1,1,0.998,1.0,1.0
9.52,18.77,48.58,117.29,29.06,46.36,61.06,69.63,7.26,-0.001,11535.2,131.0,5.46,104520.0,55.88,1.59,0,1,0,0.047,0.522,0.333
15.37,27.91,67.59,114.69,12.29,45.65,59.73,69.65,6.49,-0.079,11568.4,144.0,1.14,86956.0,55.84,1.47,0,0,0,0.012,0.194,0.356
2.69,3.19,3.28,29.11,2.39,8.18,41.55,50.4,5.34,-0.12,9070.7,152.7,5.21,119931.0,75.0,0.72,0,0,0,0.0,0.004,0.001
0.07,5.6,7.78,35.12,0.13,7.7,38.83,46.54,5.58,-0.086,8403.4,172.1,4.2,76005.0,75.0,0.51,0,0,0,0.0,0.004,0.001
1.34,3.36,3.62,17.61,1.82,6.36,30.39,36.74,5.7,-0.242,13849.2,80.4,3.29,185557.0,75.0,2.2,0,0,0,0.0,0.004,0.001
14.32,29.86,51.0,126.95,28.51,49.87,54.27,62.7,5.68,-0.035,10274.8,159.5,3.26,63175.0,68.64,0.55,0,0,0,0.001,0.136,0.386
13.2,24.65,65.48,100.39,29.8,63.13,55.51,65.4,7.54,-0.077,18427.2,54.1,0.89,220468.0,63.66,2.3,0,1,1,0.043,0.894,0.922
0.03,5.37,9.98,24.32,0.64,2.08,31.65,37.25,4.85,-0.252,8071.9,137.2,0.5,132684.0,75.0,0.57,0,0,0,0.0,0.0,0.0
42.86,103.26,154.28,260.47,50.95,99.09,88.43,99.5,7.79,0.586,18304.1,142.6,8.13,126138.0,0.92,0.74,1,1,1,1.0,1.0,1.0
48.93,122.49,289.25,474.13,78.68,163.49,87.43,99.5,9.25,0.71,29534.2,133.3,3.71,130101.0,0.92,1.31,1,1,1,1.0,1.0,1.0
1.61,5.25,12.32,24.98,2.97,5.98,31.62,39.49,5.98,-0.418,11408.5,71.6,2.71,177155.0,75.0,1.63,0,0,0,0.0,0.006,0.001
0.81,1.56,1.78,5.92,2.3,11.45,36.69,42.29,5.28,-0.282,8679.3,161.6,5.65,90787.0,75.0,0.52,0,0,0,0.0,0.002,0.0
26.41,88.2,166.89,297.1,30.06,76.8,82.64,99.5,9.13,0.441,24199.0,59.5,0.94,218632.0,0.92,1.55,1,1,1,1.0,1.0,1.0
0.29,5.89,6.06,16.17,5.28,8.98,33.35,37.46,6.42,-0.257,13748.6,42.8,0.53,201751.0,75.0,2.86,0,0,0,0.0,0.018,0.003
11.3,25.86,59.58,113.6,24.11,57.64,56.46,60.75,5.62,0.001,10322.8,139.0,2.35,96342.0,72.21,1.26,0,0,0,0.002,0.132,0.475
12.38,36.64,76.71,137.16,20.77,57.49,55.9,66.81,7.59,0.011,16769.6,103.9,2.28,168590.0,61.06,1.44,0,1,1,0.088,0.85,0.912
77.16,164.87,334.9,493.82,81.52,236.6,86.55,99.5,9.55,1.069,28826.1,158.1,6.58,103398.0,0.92,0.76,1,1,1,1.0,1.0,1.0
9.24,19.86,39.25,88.93,14.5,42.31,54.6,59.49,5.99,-0.117,12737.3,90.6,1.87,148060.0,74.55,1.7,0,0,0,0.001,0.184,0.184
1.52,7.0,7.47,25.02,0.22,1.89,30.75,36.58,6.37,-0.241,13747.2,59.4,3.95,220645.0,75.0,2.44,0,0,0,0.0,0.012,0.003
6.8,6.98,7.07,11.94,6.04,6.11,28.72,32.34,6.18,-0.301,9271.7,156.3,8.36,93889.0,75.0,0.48,0,0,0,0.0,0.006,0.0
0.3,2.61,3.68,4.34,0.11,2.97,28.86,28.9,5.66,-0.38,11433.8,114.6,5.68,154205.0,75.0,1.45,0,0,0,0.0,0.001,0.0
0.99,4.05,4.62,12.93,1.84,2.72,30.71,38.88,5.09,-0.112,10307.7,62.4,2.05,195562.0,75.0,2.3,0,0,0,0.0,0.001,0.001
12.12,32.16,76.88,136.7,27.22,67.23,63.12,77.31,7.17,-0.089,12733.5,139.5,8.68,122331.0,41.75,1.24,0,1,1,0.2,0.821,0.924
43.51,107.43,170.21,274.06,57.46,126.11,81.46,99.5,9.05,0.47,20848.0,109.1,3.39,161724.0,0.92,0.63,1,1,1,1.0,1.0,1.0
0.35,3.02,12.5,17.81,1.81,4.86,33.99,37.77,5.34,-0.271,10596.3,122.6,4.22,127580.0,75.0,0.94,0,0,0,0.0,0.003,0.001
6.65,16.18,57.87,134.54,28.08,54.98,61.14,74.91,6.56,0.081,13543.6,101.8,3.88,158070.0,46.16,1.11,0,1,1,0.042,0.695,0.861
0.41,7.53,16.11,36.67,0.81,4.38,38.71,43.89,5.3,-0.303,6663.4,155.2,7.39,84077.0,75.0,0.7,0,0,0,0.0,0.005,0.0
1.67,3.81,7.5,24.46,2.91,3.87,37.96,40.66,4.56,-0.238,7376.5,155.3,7.22,118431.0,75.0,0.1,0,0,0,0.0,0.001,0.0
60.63,177.5,311.03,579.21,101.94,253.58,82.92,99.5,10.53,0.663,29351.9,137.9,3.65,112762.0,0.92,0.29,1,1,1,1.0,1.0,1.0
0.42,0.7,1.13,10.87,0.73,1.8,28.38,35.63,5.65,-0.226,10190.3,50.3,1.28,205830.0,75.0,2.8,0,0,0,0.0,0.003,0.001
0.3,2.37,5.54,12.13,0.3,9.55,31.54,35.14,5.41,-0.277,8420.6,156.6,7.29,81302.0,75.0,0.82,0,0,0,0.0,0.001,0.0
0.67,1.0,1.15,3.14,0.71,4.19,31.6,37.03,5.4,-0.233,7277.3,132.3,6.33,123145.0,75.0,1.02,0,0,0,0.0,0.001,0.0
17.62,30.25,68.94,144.51,17.83,40.43,52.4,68.6,6.57,-0.061,12918.1,136.1,3.8,128018.0,57.77,1.04,0,0,1,0.025,0.434,0.591
64.64,188.45,299.43,507.56,97.88,225.97,88.4,99.5,9.33,0.878,28285.2,87.6,0.56,154804.0,0.92,1.66,1,1,1,1.0,1.0,1.0
0.83,2.84,6.7,20.46,0.88,3.43,33.14,37.36,4.93,-0.364,7593.1,162.5,5.08,112720.0,75.0,0.85,0,0,0,0.0,0.0,0.0
8.56,33.28,53.9,91.44,15.38,57.98,53.43,63.98,5.93,0.126,11668.3,140.2,6.48,116415.0,66.29,0.68,0,0,0,0.003,0.135,0.321
1.29,2.81,13.19,40.84,1.03,3.93,41.34,49.87,6.69,-0.234,14212.5,51.3,3.46,225406.0,75.0,2.19,0,0,0,0.0,0.063,0.006
42.63,90.41,164.86,308.3,54.45,97.13,86.33,99.5,8.77,0.501,19587.9,94.1,1.26,165589.0,0.92,1.59,1,1,1,1.0,1.0,1.0
6.53,28.91,44.8,120.8,15.44,48.39,58.81,69.32,6.53,0.006,9348.6,163.5,4.47,84059.0,56.45,0.22,0,0,0,0.019,0.396,0.297
12.34,27.08,43.02,82.64,22.3,50.69,54.02,63.38,7.01,-0.167,16539.7,41.8,1.17,227564.0,67.38,2.66,0,1,1,0.014,0.859,0.547
10.38,20.04,45.45,101.78,11.55,28.55,53.33,62.29,6.12,0.024,10528.5,174.4,9.5,85980.0,69.38,0.25,0,0,0,0.002,0.112,0.109
64.66,168.34,301.53,487.13,99.84,249.38,82.53,99.5,9.8,0.758,25734.5,133.5,4.59,119707.0,0.92,1.27,1,1,1,1.0,1.0,1.0
9.23,23.28,63.18,141.88,16.41,55.07,67.34,80.28,6.58,0.064,13049.2,126.5,2.36,139646.0,36.29,1.1,0,1,1,0.101,0.678,0.906
11.24,23.72,59.17,112.3,15.36,33.58,53.36,63.33,5.92,-0.023,12987.9,74.2,3.34,184415.0,67.47,2.3,0,0,1,0.002,0.12,0.633
16.27,39.21,56.46,119.63,13.25,47.64,54.49,66.34,7.09,0.007,15283.2,71.1,1.97,197645.0,61.93,1.54,0,0,1,0.038,0.488,0.742
16.8,29.22,54.66,124.42,24.71,51.97,63.98,74.46,6.52,0.235,8930.8,171.6,2.22,62023.0,46.99,0.1,0,1,0,0.057,0.582,0.372
2.26,8.6,11.01,11.49,1.42,6.13,31.03,35.09,5.24,-0.391,14006.8,78.2,1.48,204349.0,75.0,1.48,0,0,0,0.0,0.002,0.001
0.3,0.56,1.9,2.04,2.51,3.07,35.07,36.3,5.59,-0.336,8517.8,147.4,9.5,90556.0,75.0,0.81,0,0,0,0.0,0.002,0.0
1.54,2.21,21.56,30.66,0.08,5.27,33.55,41.71,5.43,-0.275,10862.0,92.0,3.86,164722.0,75.0,2.02,0,0,0,0.0,0.002,0.002
10.33,28.66,72.19,128.06,26.09,50.17,67.34,76.61,6.98,0.062,17801.0,55.2,2.04,209045.0,43.04,2.56,0,1,1,0.145,0.925,0.948
14.29,23.98,65.78,105.77,16.04,59.78,55.36,60.94,7.31,-0.096,18833.5,36.6,1.11,230826.0,71.87,1.66,0,1,1,0.009,0.639,0.881
0.2,0.94,4.41,51.78,2.35,2.78,41.51,46.04,5.3,-0.45,9583.1,113.9,4.59,154137.0,75.0,1.32,0,0,0,0.0,0.001,0.003
14.73,29.97,74.74,136.18,20.64,52.36,57.39,68.99,5.8,0.127,11747.5,176.5,7.07,63465.0,57.07,0.1,0,0,1,0.013,0.374,0.646
36.04,100.31,155.01,245.47,40.52,106.8,83.8,99.5,8.68,0.423,22323.9,88.5,3.56,194679.0,0.92,1.85,1,1,1,1.0,1.0,1.0
0.45,1.05,11.41,11.81,5.58,13.91,30.46,31.38,5.7,-0.257,11046.9,86.8,3.22,163571.0,75.0,1.97,0,0,0,0.0,0.002,0.001
1.38,1.46,2.49,48.9,4.73,16.42,37.62,44.8,5.38,-0.346,11762.9,84.9,4.3,180669.0,75.0,1.65,0,0,0,0.0,0.003,0.005
44.9,82.46,166.71,313.44,41.19,105.15,84.5,99.5,7.47,0.696,18276.7,110.5,3.91,135789.0,0.92,1.32,1,1,1,0.999,0.999,1.0
8.69,17.34,34.52,65.59,20.54,54.1,44.06,53.26,6.63,-0.142,13235.3,98.9,1.72,167639.0,75.0,1.48,0,0,0,0.002,0.19,0.196
0.44,4.82,13.57,15.38,0.11,1.45,36.73,40.93,5.47,-0.211,6817.9,162.6,3.9,84656.0,75.0,0.31,0,0,0,0.0,0.001,0.0
14.27,30.9,60.54,98.16,17.03,60.8,46.26,61.67,5.63,0.004,13862.8,108.3,0.5,147713.0,70.53,1.45,0,0,1,0.002,0.169,0.551
9.43,27.48,44.23,77.42,18.49,51.61,49.72,60.87,6.07,-0.043,13203.7,108.6,7.76,167477.0,71.99,1.25,0,0,0,0.002,0.201,0.375
9.84,20.88,57.96,94.96,23.36,67.06,53.06,65.31,7.14,-0.133,16638.7,55.1,2.78,204108.0,63.83,2.36,0,1,1,0.012,0.793,0.915
11.12,22.52,62.78,118.06,28.46,65.08,62.05,68.33,6.71,0.058,12048.6,177.5,3.56,75801.0,58.28,0.3,0,1,0,0.017,0.735,0.474
10.6,29.09,49.19,98.55,21.88,54.58,53.96,62.8,7.03,0.02,14888.7,71.2,2.13,182970.0,68.46,1.6,0,1,1,0.014,0.649,0.556
34.68,99.42,155.76,241.65,35.18,118.76,84.07,99.5,9.27,0.507,24914.8,45.6,1.07,226925.0,0.92,1.76,1,1,1,1.0,1.0,1.0
0.08,0.72,1.89,14.4,1.03,1.8,38.6,46.02,5.06,-0.211,6780.7,131.2,8.23,104679.0,75.0,0.44,0,0,0,0.0,0.001,0.0
31.24,93.66,190.82,280.73,55.02,95.26,81.12,99.5,8.8,0.491,22932.2,121.3,1.15,124468.0,0.92,1.53,1,1,1,1.0,1.0,1.0
73.97,183.63,335.81,494.98,98.23,183.97,87.97,99.5,9.83,0.983,31290.8,95.2,3.53,164533.0,0.92,1.37,1,1,1,1.0,1.0,1.0
16.64,37.79,75.02,142.74,11.35,56.05,61.92,73.88,6.9,0.108,15320.9,96.2,3.18,191758.0,48.06,1.6,0,1,1,0.22,0.751,0.9
41.46,96.78,189.95,329.09,59.04,113.09,86.06,99.5,7.66,0.649,19819.2,148.8,7.42,102911.0,0.92,1.28,1,1,1,0.999,1.0,1.0
0.56,4.58,10.44,19.31,1.01,13.1,31.68,39.2,6.4,-0.33,13820.9,63.4,2.1,228766.0,75.0,1.8,0,0,0,0.0,0.03,0.003
0.64,4.25,6.38,10.83,2.05,7.82,33.07,39.08,4.46,-0.187,6116.8,153.9,0.52,98581.0,75.0,0.48,0,0,0,0.0,0.0,0.0
84.26,163.19,352.04,565.42,65.39,208.94,82.28,99.5,9.34,0.962,30097.0,129.1,3.93,119312.0,0.92,0.99,1,1,1,1.0,1.0,1.0
0.48,5.55,6.24,21.14,0.72,1.76,32.71,39.21,5.66,-0.359,7874.5,95.8,1.68,188190.0,75.0,1.51,0,0,0,0.0,0.001,0.0
0.06,1.71,3.69,4.46,0.51,2.85,33.11,35.89,5.48,-0.437,9312.0,101.4,3.69,164858.0,75.0,1.99,0,0,0,0.0,0.001,0.0
15.51,39.31,69.77,119.93,29.1,72.98,59.01,69.11,7.46,0.017,15315.9,72.2,4.39,183703.0,56.83,2.31,0,1,1,0.074,0.902,0.869
7.48,24.51,64.14,135.25,23.7,52.84,62.36,72.27,6.81,-0.048,14285.6,144.1,0.53,114191.0,51.03,1.0,0,1,1,0.024,0.669,0.83
10.25,31.96,53.73,105.15,21.34,61.29,54.62,64.07,6.54,0.118,14085.3,109.4,2.25,144371.0,66.11,1.74,0,0,1,0.01,0.466,0.672
0.56,2.55,3.86,25.62,3.08,9.08,40.15,42.44,6.33,-0.157,10748.1,81.5,2.04,152336.0,75.0,1.65,0,0,0,0.0,0.009,0.002
0.07,1.74,2.32,15.76,0.75,5.96,30.29,38.04,5.93,-0.375,12671.3,121.4,3.42,148327.0,75.0,1.23,0,0,0,0.0,0.004,0.001
5.85,22.57,41.28,99.18,22.15,51.01,54.9,65.0,5.88,0.031,7320.2,179.4,8.67,81166.0,64.4,0.22,0,0,0,0.003,0.07,0.125
8.64,17.18,52.05,125.57,24.67,66.46,60.46,70.58,6.98,-0.022,15160.8,98.1,3.13,189833.0,54.13,1.08,0,1,1,0.029,0.88,0.966
17.08,32.73,68.67,118.53,28.39,60.28,63.55,77.69,7.02,0.17,13831.9,168.5,7.16,84132.0,41.05,0.83,0,1,1,0.36,0.926,0.818
14.78,23.03,55.3,122.39,15.14,30.57,60.27,70.53,6.8,0.175,14116.4,85.0,2.02,174236.0,54.22,1.82,0,1,1,0.091,0.512,0.624
14.67,28.41,56.28,114.38,12.21,30.31,53.81,63.22,7.53,-0.028,16911.5,42.9,1.68,241001.0,67.68,2.26,0,1,1,0.028,0.649,0.776
3.89,4.92,6.1,6.69,0.38,2.36,31.37,36.57,6.35,-0.42,14420.7,64.6,3.17,215209.0,75.0,1.95,0,0,0,0.0,0.007,0.002
28.55,80.54,172.77,304.11,47.26,132.08,84.87,99.5,8.52,0.469,22415.6,95.7,2.09,189721.0,0.92,1.05,1,1,1,0.998,1.0,1.0
2.34,4.57,5.07,11.33,2.01,2.24,30.67,38.05,6.41,-0.407,14132.8,66.8,3.28,199114.0,75.0,1.62,0,0,0,0.0,0.008,0.0
